,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
1397,2010-09-24,79.5,56.5,68.0,7,53.5,59.0,0.23,29.21,29.875,15.2,25.0,16.950000000000003
1399,2010-09-25,60.0,52.0,56.0,-5,43.0,49.0,0.0025,29.424999999999997,30.105,7.1,36.0,9.2
1401,2010-09-26,60.0,51.0,55.5,-5,44.5,49.5,0.0275,29.424999999999997,30.125,10.35,2.0,10.95
1403,2010-09-27,64.0,48.5,56.5,-3,45.5,50.0,0.005,29.21,29.95,1.0,4.5,3.8000000000000003
1405,2010-09-28,70.5,46.0,58.5,0,44.5,51.5,0.0,29.1,29.795,2.3,4.0,3.7
1407,2010-09-29,75.5,51.0,63.5,5,46.5,54.5,0.0,29.119999999999997,29.81,5.25,21.5,5.6
1409,2010-09-30,74.5,52.5,63.5,4,49.0,55.0,0.0,29.259999999999998,29.92,8.3,18.5,9.7
1411,2010-10-01,73.5,48.5,61.5,3,43.5,52.0,0.05,29.345,30.04,4.05,28.5,5.9
1413,2010-10-02,56.0,45.5,51.0,-7,41.5,46.5,0.255,29.494999999999997,30.17,16.35,36.0,16.6
1415,2010-10-03,56.5,42.5,49.5,-8,38.5,44.0,0.045,29.66,30.355,10.0,18.5,11.15
1417,2010-10-04,59.5,39.5,49.5,-8,39.0,45.0,0.0,29.674999999999997,30.38,2.2,2.5,4.0
1419,2010-10-05,67.0,39.5,53.5,-3,37.5,46.0,0.0,29.619999999999997,30.335,1.0,34.0,3.1
1421,2010-10-06,78.0,45.5,62.0,6,43.5,52.5,0.0,29.36,30.075,6.85,27.5,7.6
1423,2010-10-07,76.0,49.0,63.0,7,39.5,50.5,0.0,29.39,30.08,4.35,30.5,5.35
1425,2010-10-08,79.0,48.5,64.0,8,38.5,51.5,0.0,29.34,30.03,7.0,24.0,7.199999999999999
1427,2010-10-09,86.5,55.5,71.5,16,50.5,59.0,0.0,29.28,29.975,3.2,24.0,3.9000000000000004
1429,2010-10-10,84.0,58.0,71.5,16,50.0,59.0,0.0,29.195,29.884999999999998,3.85,25.0,4.0
1431,2010-10-11,81.5,55.5,68.5,14,52.5,58.5,0.0,29.15,29.825,1.85,18.5,4.15
1433,2010-10-12,76.0,53.0,64.5,10,54.0,58.5,0.0,29.235,29.915,3.2,6.0,4.45
1435,2010-10-13,64.5,47.5,56.5,4,47.0,52.5,0.18,29.375,30.055,7.25,35.5,8.45
1437,2010-10-14,66.0,43.0,55.0,2,32.0,45.0,0.0,29.245,29.96,6.85,27.0,8.6
1439,2010-10-15,62.5,45.5,54.5,1,41.0,47.0,0.0,29.369999999999997,30.055,6.5,18.5,8.649999999999999
1441,2010-10-16,71.0,42.0,57.0,4,39.0,48.0,0.0,29.345,30.04,7.2,22.5,8.1
1443,2010-10-17,64.5,47.5,56.0,4,37.0,46.5,0.0,29.380000000000003,30.08,3.6500000000000004,2.0,5.35
1445,2010-10-18,60.5,44.0,52.5,1,40.5,47.0,0.0,29.32,30.02,4.55,4.5,5.9
1447,2010-10-19,60.5,39.5,50.5,-1,35.0,43.5,0.0,29.259999999999998,29.98,5.699999999999999,27.5,6.800000000000001
1449,2010-10-20,70.0,45.0,57.5,7,35.0,46.0,0.005,29.060000000000002,29.765,10.05,26.0,12.149999999999999
1451,2010-10-21,56.0,39.5,48.0,-3,29.5,40.0,0.0,29.28,29.96,8.95,30.0,9.4
1453,2010-10-22,64.5,35.0,50.0,-1,30.0,42.0,0.015,29.375,30.075,5.35,21.0,5.8
1455,2010-10-23,66.0,54.0,60.5,11,45.0,52.5,0.155,29.23,29.945,9.9,20.5,10.850000000000001
1457,2010-10-24,72.5,55.5,64.0,14,52.0,57.0,0.53,29.015,29.74,8.05,20.5,9.05
1459,2010-10-25,72.0,56.5,64.5,16,56.0,60.0,0.005,28.77,29.5,10.85,19.0,11.55
1461,2010-10-26,70.5,54.0,62.5,14,47.0,53.5,0.32,28.59,29.240000000000002,21.65,21.0,23.85
1463,2010-10-27,65.0,43.0,54.0,6,31.5,44.5,0.0,28.96,29.595,21.3,24.5,22.65
1465,2010-10-28,46.0,39.0,43.0,-4,30.5,38.0,0.0025,29.46,30.11,14.3,28.0,14.649999999999999
1467,2010-10-29,50.0,32.0,41.5,-6,26.5,36.0,0.0,29.515,30.244999999999997,5.75,24.0,7.95
1469,2010-10-30,63.0,41.5,52.5,7,32.0,42.0,0.0,29.175,29.89,6.3,24.5,13.3
1471,2010-10-31,52.0,37.5,45.0,-2,30.5,39.0,0.0,29.52,30.2,7.4,2.0,8.4
1473,2011-05-01,63.5,49.5,56.5,2,37.0,47.5,0.0,29.29,29.945,11.3,26.0,11.75
1475,2011-05-02,59.5,42.5,51.5,-3,31.0,42.0,0.0,29.490000000000002,30.165,4.949999999999999,36.0,9.9
1477,2011-05-03,50.5,37.5,44.5,-10,30.5,38.0,0.005,29.53,30.23,7.449999999999999,2.5,8.149999999999999
1479,2011-05-04,58.0,37.0,47.5,-6,29.0,40.0,0.0,29.665,30.37,4.75,3.0,7.449999999999999
1481,2011-05-05,62.5,38.0,50.5,-6,39.5,46.0,0.08,29.365,30.125,10.65,19.5,11.2
1483,2011-05-06,68.5,44.5,56.5,1,39.0,48.5,0.0025,29.145,29.87,7.35,27.5,8.55
1485,2011-05-07,60.0,44.5,52.5,-3,45.0,49.0,0.005,29.155,29.845,5.199999999999999,5.0,7.4
1487,2011-05-08,68.0,41.5,55.0,-2,43.5,49.5,0.0,29.299999999999997,29.975,6.75,6.0,7.5
1489,2011-05-09,73.5,49.0,61.5,4,45.5,54.0,0.005,29.18,29.89,14.8,11.5,15.149999999999999
1491,2011-05-10,90.5,63.0,77.0,20,60.5,66.0,0.0,29.03,29.715,6.75,15.5,8.6
1493,2011-05-11,87.5,65.0,76.5,18,65.5,68.5,0.20500000000000002,29.130000000000003,29.79,3.95,14.0,6.5
1495,2011-05-12,86.5,60.5,73.5,15,62.0,66.0,0.155,29.104999999999997,29.785,4.949999999999999,19.0,7.75
1497,2011-05-13,77.0,47.0,62.0,4,54.0,56.5,0.015,29.035,29.72,10.3,2.0,11.25
1499,2011-05-14,52.0,45.5,49.0,-9,46.5,47.5,0.37,29.03,29.725,16.85,1.5,17.049999999999997
1501,2011-05-15,47.0,41.5,44.5,-14,37.0,41.5,0.33999999999999997,29.17,29.85,20.1,1.5,20.15
1503,2011-05-16,52.5,38.5,46.0,-14,30.5,40.0,0.0,29.310000000000002,30.01,13.7,1.5,14.0
1505,2011-05-17,60.0,40.0,50.0,-9,34.0,43.5,0.0,29.240000000000002,29.955,12.649999999999999,2.5,13.149999999999999
1507,2011-05-18,59.0,49.5,54.5,-7,48.5,50.0,0.05,29.185000000000002,29.884999999999998,6.4,1.5,7.05
1509,2011-05-19,72.5,49.5,61.5,1,53.0,55.5,0.0,29.325,30.0,3.3,2.0,5.4
1511,2011-05-20,72.5,50.0,61.5,1,53.5,56.5,0.0,29.33,30.03,5.45,6.5,6.1
1513,2011-05-21,75.5,50.5,63.5,2,59.0,62.0,0.0075,29.165,29.87,7.55,15.0,8.55
1515,2011-05-22,87.5,63.0,75.5,13,59.5,64.5,0.35,28.985,29.695,10.75,18.5,11.5
1517,2011-05-23,79.5,62.5,71.5,9,59.0,64.0,0.005,28.950000000000003,29.615000000000002,10.65,24.5,11.9
1519,2011-05-24,67.5,47.5,58.0,-5,47.0,52.0,0.06,29.18,29.85,11.55,3.5,11.95
1521,2011-05-25,71.0,48.0,59.5,-5,52.5,54.0,2.0700000000000003,28.945,29.66,9.25,3.0,10.899999999999999
1523,2011-05-26,49.5,43.0,46.5,-16,40.0,43.0,0.835,29.17,29.835,18.25,1.5,18.35
1525,2011-05-27,58.0,41.0,49.5,-13,41.0,46.0,0.0075,29.240000000000002,29.935000000000002,6.949999999999999,4.5,8.35
1527,2011-05-28,63.0,51.5,57.5,-6,55.0,56.0,0.175,29.130000000000003,29.83,5.2,18.0,6.25
1529,2011-05-29,71.0,54.5,63.0,-3,59.5,60.5,1.4,29.195,29.86,3.6,11.0,6.15
1531,2011-05-30,89.0,60.5,75.0,8,65.0,69.5,0.0,29.295,29.965,11.8,19.5,12.2
1533,2011-05-31,86.5,69.0,78.0,13,64.5,69.0,0.0425,29.375,30.03,12.4,22.0,13.2
1535,2011-06-01,81.5,61.0,71.5,6,49.0,59.0,0.0,29.475,30.16,11.1,26.5,11.0
1537,2011-06-02,69.0,56.5,63.0,-1,44.5,53.0,0.0125,29.48,30.185000000000002,8.95,6.0,9.5
1539,2011-06-03,87.5,56.0,72.0,7,61.5,67.0,0.095,29.34,30.035,10.4,16.5,11.05
1541,2011-06-04,91.5,65.5,78.5,14,64.0,68.5,0.33999999999999997,29.345,30.009999999999998,2.2,26.0,8.3
1543,2011-06-05,84.5,61.5,73.5,8,55.0,62.0,0.0075,29.384999999999998,30.07,2.9000000000000004,7.5,5.2
1545,2011-06-06,93.5,61.0,77.5,11,63.5,69.0,0.0,29.185,29.884999999999998,8.15,20.0,9.149999999999999
1547,2011-06-07,96.0,76.0,86.5,20,64.5,72.0,0.0,29.145,29.810000000000002,10.0,23.0,10.35
1549,2011-06-08,95.5,66.5,81.5,15,63.5,71.0,0.43,29.165,29.805,10.45,23.5,12.75
1551,2011-06-09,69.0,51.0,60.5,-6,53.0,55.5,1.55,29.310000000000002,29.990000000000002,7.5,4.0,12.25
1553,2011-06-10,70.0,51.0,60.5,-7,56.0,57.5,0.48,29.235,29.93,6.25,2.0,7.75
1555,2011-06-11,63.5,52.5,58.0,-10,54.0,55.5,0.065,29.265,29.945,5.050000000000001,3.5,5.75
1557,2011-06-12,64.0,50.5,57.5,-11,45.0,52.0,0.0,29.41,30.095,8.850000000000001,2.5,9.4
1559,2011-06-13,71.5,55.0,63.5,-5,43.0,53.0,0.0,29.415,30.11,7.75,6.0,8.25
1561,2011-06-14,77.0,55.5,66.5,-3,49.0,56.5,0.0,29.28,30.005000000000003,7.8,9.0,8.45
1563,2011-06-15,71.5,57.0,64.5,-4,59.0,61.5,0.8200000000000001,29.035,29.73,8.8,15.5,11.2
1565,2011-06-16,81.0,61.5,71.5,2,59.0,63.0,0.035,29.085,29.755000000000003,6.05,27.5,8.3
1567,2011-06-17,82.0,62.0,72.0,2,60.0,64.5,0.0,29.155,29.82,5.55,6.5,6.4
1569,2011-06-18,83.5,62.0,73.0,3,62.0,65.5,0.0,29.130000000000003,29.810000000000002,4.55,7.0,6.4
1571,2011-06-19,82.0,64.0,73.0,2,65.0,68.5,0.0,29.055,29.740000000000002,3.9,12.5,5.050000000000001
1573,2011-06-20,79.5,67.0,73.5,2,67.0,69.0,0.705,29.04,29.71,7.1,16.0,8.8
1575,2011-06-21,89.0,67.5,78.5,8,70.0,72.5,0.265,28.950000000000003,29.634999999999998,11.25,18.0,11.95
1577,2011-06-22,74.0,65.0,70.0,-1,62.5,65.0,0.02,28.92,29.59,12.75,21.0,13.4
1579,2011-06-23,71.5,62.5,67.5,-3,59.5,62.5,0.030000000000000002,28.93,29.6,12.0,26.0,13.1
1581,2011-06-24,68.0,60.0,64.0,-7,55.5,59.0,0.0,29.104999999999997,29.76,8.95,29.0,9.149999999999999
1583,2011-06-25,78.5,59.5,69.5,-2,52.5,60.0,0.0025,29.245,29.915,3.2,9.5,5.199999999999999
1585,2011-06-26,80.5,60.5,70.5,-2,53.0,60.5,0.0,29.255000000000003,29.935000000000002,6.15,9.0,6.95
1587,2011-06-27,80.5,66.0,73.5,2,63.5,67.0,0.085,29.115,29.795,6.65,21.0,10.0
1589,2011-06-28,81.0,64.0,72.5,1,53.5,61.0,0.0,29.310000000000002,29.975,8.15,30.0,9.1
1591,2011-06-29,80.5,61.0,71.0,-1,55.5,62.0,0.0,29.380000000000003,30.049999999999997,3.8,8.0,5.65
1593,2011-06-30,88.5,63.0,76.0,2,61.5,67.0,0.017499999999999998,29.310000000000002,29.994999999999997,8.7,16.5,10.0
1595,2011-07-01,89.0,71.0,80.5,9,62.5,68.0,0.005,29.275,29.955,12.350000000000001,18.0,12.850000000000001
1597,2011-07-02,93.5,72.0,83.0,11,70.5,74.0,0.0,29.28,29.945,3.5,23.5,7.9
1599,2011-07-03,85.0,69.5,77.5,5,57.5,65.0,0.0,29.305,29.97,4.550000000000001,2.5,6.0
1601,2011-07-04,88.5,66.5,77.5,5,54.0,63.5,0.0,29.29,29.96,3.0999999999999996,6.0,4.4
1603,2011-07-05,91.5,67.5,80.0,8,59.5,68.0,0.0,29.28,29.950000000000003,5.050000000000001,27.0,5.9
1605,2011-07-06,86.5,70.5,78.5,6,60.5,67.0,0.0025,29.299999999999997,29.96,5.800000000000001,4.0,7.4
1607,2011-07-07,81.5,64.5,73.5,1,54.0,62.5,0.037500000000000006,29.25,29.939999999999998,5.4,7.0,6.65
1609,2011-07-08,86.0,63.0,75.0,1,51.5,62.5,0.0,29.195,29.869999999999997,5.15,5.0,6.25
1611,2011-07-09,90.5,64.0,77.5,3,59.0,67.0,0.0,29.240000000000002,29.91,5.300000000000001,18.5,6.2
1613,2011-07-10,91.0,74.5,83.0,10,67.5,72.0,0.005,29.205,29.880000000000003,8.55,19.0,8.899999999999999
1615,2011-07-11,89.0,70.5,80.0,7,70.5,74.0,0.26,29.15,29.814999999999998,5.4,24.5,8.25
1617,2011-07-12,87.5,70.5,79.5,6,63.5,69.0,0.01,29.28,29.93,5.05,3.0,7.35
1619,2011-07-13,74.0,64.5,69.5,-4,57.0,62.5,0.0,29.375,30.049999999999997,11.05,4.0,11.55
1621,2011-07-14,82.0,62.0,72.5,-2,56.0,63.0,0.0,29.325000000000003,30.009999999999998,6.9,9.5,8.35
1623,2011-07-15,86.5,70.5,79.0,5,60.0,66.5,0.0025,29.299999999999997,29.97,5.800000000000001,9.5,6.75
1625,2011-07-16,89.5,72.5,81.0,6,60.5,68.0,0.0025,29.35,30.009999999999998,2.95,19.0,3.5
1627,2011-07-17,95.0,71.5,83.5,8,69.0,74.0,0.0,29.380000000000003,30.049999999999997,6.5,22.5,6.800000000000001
1629,2011-07-18,92.5,80.5,86.5,12,74.5,77.5,0.0075,29.259999999999998,29.950000000000003,10.899999999999999,24.5,11.25
1631,2011-07-19,92.5,78.5,86.0,12,72.5,76.5,0.0,29.200000000000003,29.875,3.85,6.5,6.4
1633,2011-07-20,99.5,75.0,87.5,12,73.0,77.0,0.01,29.115,29.79,8.3,23.0,10.3
1635,2011-07-21,100.0,78.5,89.5,13,71.0,76.5,0.01,29.130000000000003,29.785,5.75,27.0,9.4
1637,2011-07-22,94.0,70.5,79.0,5,70.0,73.5,0.845,29.205,29.869999999999997,2.75,9.5,8.6
1639,2011-07-23,87.0,70.0,79.0,5,70.0,73.0,3.45,29.255000000000003,29.939999999999998,0.75,25.0,5.1
1641,2011-07-24,87.0,72.0,80.0,6,69.5,72.5,0.09999999999999999,29.29,29.96,1.1,21.5,6.050000000000001
1643,2011-07-25,89.0,73.0,81.5,7,66.5,71.0,0.005,29.225,29.9,2.75,33.5,6.3
1645,2011-07-26,84.0,71.5,78.0,3,62.5,68.0,0.005,29.205,29.869999999999997,6.1,5.5,8.25
1647,2011-07-27,91.0,70.0,80.5,5,66.0,70.5,0.3575,29.17,29.845,6.1,16.0,9.7
1649,2011-07-28,87.5,73.5,80.5,6,71.0,74.0,0.3525,29.23,29.880000000000003,3.25,22.0,6.8
1651,2011-07-29,86.0,72.5,79.5,5,68.0,71.5,0.53,29.310000000000002,29.97,3.9,4.0,5.75
1653,2011-07-30,91.0,67.5,79.5,5,64.5,70.5,0.0,29.380000000000003,30.04,2.2,12.0,3.4
1655,2011-07-31,90.5,70.5,80.5,5,69.0,73.0,0.0,29.380000000000003,30.049999999999997,4.7,24.0,5.0
1657,2011-08-01,91.0,75.0,83.5,10,71.5,75.0,0.0,29.305,29.979999999999997,3.6500000000000004,26.0,5.4
1659,2011-08-02,93.0,74.0,84.0,11,73.0,76.5,0.355,29.07,29.759999999999998,8.15,20.5,8.8
1661,2011-08-03,86.5,72.5,79.5,6,66.5,71.0,0.0,29.134999999999998,29.795,8.25,1.5,9.15
1663,2011-08-04,83.0,69.0,76.5,4,66.5,69.5,0.0,29.275,29.93,5.05,5.0,6.35
1665,2011-08-05,83.5,69.5,76.5,3,68.0,71.0,0.005,29.235,29.92,4.6,6.0,5.75
1667,2011-08-06,85.0,72.5,79.0,6,70.0,72.0,0.43499999999999994,29.125,29.810000000000002,1.9,4.0,3.85
1669,2011-08-07,86.5,69.0,78.0,4,69.0,71.5,0.62,29.060000000000002,29.740000000000002,4.1,26.5,6.0
1671,2011-08-08,80.0,68.5,74.5,1,67.0,69.5,0.45999999999999996,29.03,29.71,3.4,5.0,6.0
1673,2011-08-09,81.0,65.0,73.0,-1,61.0,66.0,0.005,29.0,29.665,10.9,27.5,11.35
1675,2011-08-10,77.5,61.5,69.5,-4,54.0,61.0,0.0,29.17,29.83,5.85,31.0,8.35
1677,2011-08-11,81.0,58.5,70.0,-4,54.0,61.0,0.0,29.28,29.939999999999998,2.35,23.5,3.6
1679,2011-08-12,81.5,62.5,72.5,-2,58.0,64.0,0.0,29.25,29.935000000000002,8.25,19.0,8.45
1681,2011-08-13,83.5,64.0,74.0,0,63.5,66.0,0.8400000000000001,29.174999999999997,29.85,4.45,25.5,7.25
1683,2011-08-14,75.0,62.0,69.0,-3,60.0,63.0,0.0075,29.265,29.939999999999998,11.05,35.5,12.149999999999999
1685,2011-08-15,81.0,58.0,70.0,-2,55.0,62.0,0.0,29.305,29.97,2.55,3.5,5.050000000000001
1687,2011-08-16,84.0,62.0,73.0,1,57.0,63.5,0.0,29.35,30.020000000000003,2.5999999999999996,18.0,3.45
1689,2011-08-17,83.0,63.5,73.5,1,62.0,67.0,0.0,29.335,30.015,5.8,21.5,6.1
1691,2011-08-18,84.5,69.0,77.0,4,61.0,66.5,0.0,29.255000000000003,29.950000000000003,2.55,5.5,5.2
1693,2011-08-19,86.5,65.5,76.5,5,62.5,68.0,0.0,29.205,29.880000000000003,4.0,13.5,5.5
1695,2011-08-20,79.5,67.0,73.5,2,67.0,69.0,0.75,29.25,29.91,1.65,18.5,4.15
1697,2011-08-21,80.5,65.0,73.0,1,58.0,63.5,0.0075,29.29,29.96,7.5,32.0,8.05
1699,2011-08-22,82.0,60.0,71.5,0,59.0,64.0,0.0,29.33,30.015,1.15,17.0,3.8
1701,2011-08-23,73.5,64.0,69.0,-3,62.5,65.0,0.525,29.14,29.86,8.75,20.0,9.65
1703,2011-08-24,91.5,69.5,81.0,10,65.0,70.0,0.0,29.02,29.689999999999998,8.149999999999999,26.0,10.85
1705,2011-08-25,81.5,64.5,73.5,4,59.0,64.0,0.0,29.295,29.939999999999998,3.5999999999999996,19.0,7.15
1707,2011-08-26,83.0,60.0,71.5,1,58.0,63.5,0.0,29.29,29.975,1.5499999999999998,23.0,3.3499999999999996
1709,2011-08-27,82.0,65.5,74.0,3,61.5,66.0,0.0,29.235,29.92,8.149999999999999,1.5,9.25
1711,2011-08-28,77.0,61.0,69.0,-1,56.0,61.0,0.0,29.240000000000002,29.92,7.75,1.5,8.55
1713,2011-08-29,78.5,60.0,69.5,-1,56.5,62.0,0.0,29.335,30.005000000000003,1.25,4.0,3.85
1715,2011-08-30,77.5,62.5,70.5,-1,55.0,61.5,0.03,29.354999999999997,30.025,5.6,15.0,6.55
1717,2011-08-31,87.5,65.0,76.5,7,64.0,68.5,0.0275,29.259999999999998,29.945,5.4,17.0,7.8500000000000005
1719,2011-09-01,93.5,72.5,83.0,14,70.5,75.0,0.0,29.23,29.9,5.5,21.0,6.1
1721,2011-09-02,93.0,77.5,85.5,16,69.0,74.0,0.0025,29.21,29.880000000000003,4.45,21.0,7.0
1723,2011-09-03,88.0,70.0,79.0,11,67.5,71.0,0.08499999999999999,29.185000000000002,29.86,1.85,24.5,5.95
1725,2011-09-04,73.5,59.0,66.5,-2,54.5,60.5,0.0025,29.265,29.93,10.6,32.0,11.5
1727,2011-09-05,66.0,52.5,59.5,-8,45.5,52.5,0.0025,29.41,30.085,15.05,18.5,15.700000000000001
1729,2011-09-06,66.0,54.0,60.5,-8,46.5,53.0,0.0,29.465,30.15,11.65,3.5,12.2
1731,2011-09-07,70.0,55.0,62.5,-6,47.0,54.5,0.0,29.445,30.145,11.3,1.5,12.05
1733,2011-09-08,74.5,59.5,67.0,0,53.5,59.0,0.0325,29.35,30.03,13.95,2.0,14.3
1735,2011-09-09,72.0,62.0,67.0,0,60.5,62.5,0.065,29.255000000000003,29.950000000000003,8.05,4.0,8.350000000000001
1737,2011-09-10,77.0,57.0,67.0,1,59.5,62.5,0.005,29.314999999999998,29.994999999999997,0.9,14.0,2.55
1739,2011-09-11,83.0,58.5,71.0,5,59.0,63.5,0.0,29.299999999999997,29.985,4.699999999999999,26.0,5.1
1741,2011-09-12,86.0,64.0,75.0,10,59.0,65.0,0.0,29.21,29.905,9.85,23.0,10.100000000000001
1743,2011-09-13,74.5,57.0,66.0,0,54.5,60.0,0.0,29.23,29.895,4.15,31.0,8.25
1745,2011-09-14,59.0,47.5,53.5,-11,44.0,50.0,0.0425,29.43,30.09,6.15,33.0,7.3
1747,2011-09-15,59.5,43.0,51.5,-13,35.5,44.5,0.0,29.64,30.325,7.300000000000001,18.5,8.75
1749,2011-09-16,58.5,47.0,53.0,-12,39.0,47.0,0.0,29.619999999999997,30.33,2.0,10.5,3.5
1751,2011-09-17,68.5,51.0,60.0,-5,44.5,52.0,0.0,29.560000000000002,30.27,8.2,11.0,9.25
1753,2011-09-18,65.5,55.5,60.5,-4,54.5,57.0,0.385,29.375,30.11,8.15,14.5,8.75
1755,2011-09-19,68.5,55.0,62.0,-1,58.0,60.0,0.32499999999999996,29.27,29.96,3.9499999999999997,27.5,5.8
1757,2011-09-20,74.5,51.0,63.0,0,54.0,58.0,0.005,29.295,29.99,6.55,17.5,6.699999999999999
1759,2011-09-21,71.5,56.5,64.5,2,49.0,56.0,0.005,29.259999999999998,29.945,9.8,24.5,10.65
1761,2011-09-22,63.5,52.0,58.0,-4,47.0,52.0,0.0,29.39,30.08,5.55,26.0,7.050000000000001
1763,2011-09-23,62.0,48.0,55.0,-6,45.0,50.0,0.01,29.354999999999997,30.055,5.0,36.0,6.7
1765,2011-09-24,62.5,51.0,57.0,-4,48.5,51.5,0.10500000000000001,29.285,29.985,3.25,3.5,4.949999999999999
1767,2011-09-25,64.5,52.0,58.5,-3,53.0,55.0,0.155,29.155,29.87,4.4,13.5,5.65
1769,2011-09-26,61.5,53.0,57.5,-3,50.5,53.0,1.055,28.950000000000003,29.65,8.45,18.5,13.9
1771,2011-09-27,63.0,54.0,59.0,-1,53.0,55.0,0.28,29.025,29.705,3.3499999999999996,5.5,7.7
1773,2011-09-28,63.5,53.0,58.5,-1,54.0,55.0,0.46,29.095,29.775,6.1,32.0,6.85
1775,2011-09-29,66.0,50.0,58.5,-1,50.5,53.5,0.075,29.005000000000003,29.7,11.45,27.5,13.1
1777,2011-09-30,57.5,46.0,52.0,-8,41.5,47.0,0.13,29.345,30.005000000000003,15.0,34.0,15.65
1779,2011-10-01,56.0,43.0,49.5,-9,40.0,45.0,0.005,29.560000000000002,30.26,10.149999999999999,35.5,10.75
1781,2011-10-02,65.5,41.0,53.5,-4,38.5,46.0,0.0,29.505,30.22,4.4,32.0,5.0
1783,2011-10-03,69.5,44.5,57.5,0,44.5,50.0,0.0,29.509999999999998,30.205,3.5,2.5,4.55
1785,2011-10-04,75.0,44.5,60.0,3,47.0,52.5,0.0,29.549999999999997,30.25,0.9,15.5,2.0
1787,2011-10-05,80.0,50.5,65.5,8,47.5,55.0,0.0,29.52,30.215,1.6,17.5,3.05
1789,2011-10-06,81.0,53.0,67.5,10,50.5,58.0,0.0,29.535,30.225,3.8499999999999996,15.0,4.6
1791,2011-10-07,84.0,56.5,70.5,13,52.0,59.0,0.0,29.555,30.244999999999997,6.95,17.5,7.25
1793,2011-10-08,82.0,57.5,70.0,12,53.5,60.0,0.0,29.59,30.27,6.75,19.0,7.25
1795,2011-10-09,80.0,54.0,67.0,11,51.0,58.0,0.0,29.585,30.285,2.95,9.5,3.8
1797,2011-10-10,76.5,56.0,66.5,10,50.0,57.5,0.0,29.42,30.125,5.550000000000001,16.0,6.2
1799,2011-10-11,78.5,57.5,68.0,14,53.0,59.5,0.0,29.259999999999998,29.97,3.9499999999999997,14.0,4.75
1801,2011-10-12,77.5,56.0,67.0,13,51.5,58.0,0.0,29.055,29.765,6.5,14.0,7.449999999999999
1803,2011-10-13,65.0,52.0,58.5,6,55.0,57.5,0.385,28.84,29.535,3.55,25.0,6.5
1805,2011-10-14,61.5,48.5,55.0,2,41.0,48.0,0.0,28.935,29.605,15.25,27.5,15.45
1807,2011-10-15,61.5,47.0,54.5,2,36.0,46.0,0.0,29.14,29.805,14.850000000000001,26.5,15.2
1809,2011-10-16,61.0,47.0,54.0,3,39.0,46.0,0.14500000000000002,29.115,29.81,7.050000000000001,27.0,8.3
1811,2011-10-17,58.0,40.5,49.5,-2,33.0,42.0,0.0,29.145,29.855,10.7,25.5,10.850000000000001
1813,2011-10-18,54.0,40.5,47.5,-3,37.5,43.0,0.04,29.119999999999997,29.83,5.85,18.5,7.85
1815,2011-10-19,49.0,44.0,47.0,-4,40.5,44.0,0.845,28.95,29.68,18.35,18.5,18.95
1817,2011-10-20,46.5,42.5,44.5,-5,37.5,42.0,0.07500000000000001,29.025,29.69,15.100000000000001,31.5,15.5
1819,2011-10-21,54.5,37.5,46.5,-3,34.0,41.0,0.0,29.355,30.035,4.449999999999999,28.5,5.550000000000001
1821,2011-10-22,66.0,36.0,51.0,0,37.0,44.5,0.0,29.315,30.025,3.45,22.0,3.8
1823,2011-10-23,67.5,39.5,53.5,4,41.5,48.5,0.21000000000000002,29.22,29.935000000000002,6.0,22.5,6.9
1825,2011-10-24,63.0,45.0,54.0,5,39.0,46.5,0.03,29.375,30.05,5.35,27.5,7.199999999999999
1827,2011-10-25,74.0,47.0,61.0,12,45.5,53.0,0.075,29.15,29.865000000000002,8.3,19.0,11.350000000000001
1829,2011-10-26,53.5,47.0,50.5,2,42.0,46.0,0.0,29.215,29.905,13.15,36.0,13.399999999999999
1831,2011-10-27,52.0,38.5,45.5,-2,37.5,42.0,0.14,29.369999999999997,30.045,3.55,18.0,6.35
1833,2011-10-28,54.5,35.5,45.0,-2,32.5,40.0,0.015,29.395,30.11,5.050000000000001,21.5,5.65
1835,2011-10-29,54.5,35.0,45.0,-2,29.5,38.0,0.0,29.369999999999997,30.075,4.199999999999999,27.0,5.0
1837,2011-10-30,57.0,35.0,46.0,-1,35.0,41.5,0.14,29.305,30.025,10.6,19.0,11.149999999999999
1839,2011-10-31,53.0,37.5,45.5,-1,35.5,40.5,0.0,29.375,30.07,4.15,24.5,4.949999999999999
1841,2012-05-01,64.5,50.5,57.5,4,52.5,55.5,0.20500000000000002,29.21,29.92,5.85,12.0,7.0
1843,2012-05-02,79.0,59.0,69.0,15,60.0,64.0,0.0025,29.155,29.835,7.8,20.5,9.85
1845,2012-05-03,86.0,67.5,77.0,22,64.5,69.0,0.7050000000000001,29.195,29.86,11.8,21.0,12.65
1847,2012-05-04,72.5,53.0,63.0,10,55.0,58.0,0.28,29.255000000000003,29.935000000000002,6.0,3.5,9.6
1849,2012-05-05,61.5,52.5,57.0,1,53.0,55.0,0.0025,29.314999999999998,30.005000000000003,7.7,3.0,8.0
1851,2012-05-06,71.5,52.5,62.5,6,53.5,56.5,0.6000000000000001,29.244999999999997,29.93,4.2,6.0,7.85
1853,2012-05-07,62.5,53.0,58.0,3,55.5,57.0,0.53,29.174999999999997,29.865000000000002,1.8499999999999999,19.5,5.25
